"id","statement_full","statement_strip","statement_noise_p25","statement_noise_p50","statement_noise_p75","target","source","text_origin"
"49","Wo ànfààní tó wà nínú jíjẹ́un làí kánjú","Wo anfaani to wa ninu jijeun lai kanju","Wo anfaàní to wà nínú jíjẹun làí kanjú","Wo ànfaaní tó wa nínu jíjẹun lai kanjú","Wo anfaani to wà ninu jíjẹun lai kanju","non-sarcastic","BBC News","original"
"50","Bí o ṣe le lo Etí Erin (Aloe Vera) fún ìṣaralóge àti ìwòsàn àgọ́ ara","Bi o se le lo Eti Erin (Aloe Vera) fun isaraloge ati iwosan ago ara","Bi o ṣe le lo Etí Erin (Aloe Vera) fun ìsaralóge àti ìwòsàn agọ́ ara","Bí o ṣe le lo Etí Erin (Aloe Vera) fun ìṣaraloge ati ìwosàn àgó ara","Bí o se le lo Eti Erin (Aloe Vera) fun isaraloge àti iwosàn àgọ ara","non-sarcastic","BBC News","original"
"51","Ǹ jẹ́ ò ń fọ nǹkan ìmumi rẹ dáadáa bó ṣe yẹ?","N je o n fo nnkan imumi re daadaa bo se ye?","Ǹ jẹ́ o ń fọ nǹkan ìmumi rẹ dáadáa bó ṣe ye?","Ǹ je ò ń fọ nǹkan ìmumi rẹ daadaa bo se yẹ?","N je ò n fọ nǹkan imumi re daadaa bo ṣe ye?","non-sarcastic","BBC News","original"
"52","Ṣe ó ṣeéṣe kí wọ́n yan Póòpù tuntun láti Africa?","Se o seese ki won yan Poopu tuntun lati Africa?","Ṣe ó ṣeéṣe kí wón yan Poòpù tuntun láti Africa?","Ṣe ó seéṣe ki wọ́n yan Poòpù tuntun lati Africa?","Se o seeṣe kí wọ́n yan Poopù tuntun lati Africa?","non-sarcastic","BBC News","original"
"53","Láti ìbẹ̀rẹ̀ ni ọkọ mi ti lawọ́ sí mi, lèmi náà gbọdọ̀ ṣe jẹ́ ọmọ dáadáa - Shade Okoya","Lati ibere ni oko mi ti lawo si mi, lemi naa gbodo se je omo daadaa - Shade Okoya","Láti ìbẹ̀rè ni oko mi ti lawọ́ sí mi, lèmi naà gbọdọ̀ se jé omọ dáadáa - Shade Okoya","Lati ìbère ni oko mi ti lawọ sí mi, lemi naa gbodo ṣe jẹ́ ọmọ daadáa - Shade Okoya","Lati ìberẹ ni okọ mi ti lawọ si mi, lemi náà gbodọ se jẹ omọ daadáa - Shade Okoya","non-sarcastic","BBC News","original"
"54","'Ebi kọ́ ló mú kí àwọn ọmọ mi máa bá mi ṣiṣẹ́ fọga, kí ọjọ́ ọ̀la wọn le dára ni'","'Ebi ko lo mu ki awon omo mi maa ba mi sise foga, ki ojo ola won le dara ni'","'Ebi kọ lo mú kí àwọn omọ mi máa bá mi ṣiṣẹ́ foga, kí ọjo ọ̀la wọn le dara ni'","'Ebi ko ló mu ki àwọn ọmọ mi máa bá mi ṣisẹ fọga, ki ojọ òla won le dára ni'","'Ebi ko ló mu kí awon ọmọ mi maa ba mi ṣise foga, ki ojọ òla won le dara ni'","non-sarcastic","BBC News","original"
"55","'Mò n fi èdè Ìjẹ̀bú kọ́ àwọn akẹ́kọ̀ọ́ mi ní ìṣirò nítorí mo fẹ́ kó yé wọn dáàdáà'","'Mo n fi ede Ijebu ko awon akekoo mi ni isiro nitori mo fe ko ye won daadaa'","'Mò n fi ède Ijẹbu kọ́ àwọn akẹ́kọ̀o mi ní ìṣiro nítori mo fẹ́ kó yé wọn dáàdáà'","'Mo n fi ede Ijèbu kọ àwọn akekòó mi ní ìsirò nitorí mo fe ko yé won dáadáà'","'Mo n fi edè Ijẹbu kọ awon akekoọ́ mi ni isiro nitorí mo fé ko ye won daadaa'","non-sarcastic","BBC News","original"
"56","Ìlú Igboho rèé, níbi tí ọba mẹ́ta ti ń ṣèlú, ta ni ojúlówó ọba láàrin wọn?","Ilu Igboho ree, nibi ti oba meta ti n selu, ta ni ojulowo oba laarin won?","Ilu Igboho rèé, níbi tí oba mẹ́ta ti ń ṣèlú, ta ni ojúlówo ọba láàrin wọn?","Ìlu Igboho rèé, nibi tí oba méta ti ń selu, ta ni ojúlowo oba láarin won?","Ìlu Igboho ree, nibi ti ọba meta ti n selu, ta ni ojulowo oba láarin won?","non-sarcastic","BBC News","original"
"57","Ṣó o láyà? Tope Osoba fakọyọ nínú ìmọ̀ èdè Yoruba","So o laya? Tope Osoba fakoyo ninu imo ede Yoruba","Só o láyà? Tope Osoba fakoyọ nínú imọ̀ èdè Yoruba","Só o layà? Tope Osoba fakoyo nínu imo èdè Yoruba","So o laya? Tope Osoba fakoyo nínu imo edè Yoruba","non-sarcastic","BBC News","original"
"58","""N kò bẹ̀rẹ̀ iṣẹ́ ilé kíkùn pẹ̀lú owó gbígbà, owó ọkọ̀ àti oúnjẹ Noodles nìkan ni wọn ń fún mi""","""N ko bere ise ile kikun pelu owo gbigba, owo oko ati ounje Noodles nikan ni won n fun mi""","""N kò bẹ̀rẹ̀ isẹ ilé kíkùn pẹ̀lú owó gbigba, owó okọ̀ àti oúnje Noodles nìkan ni wọn ń fun mi""","""N ko bẹ̀re isẹ ilé kikun pèlú owo gbígba, owo ọko ati oúnjẹ Noodles nìkan ni wọn ń fun mi""","""N ko bere ise ile kíkun pelú owo gbigba, owo okò ati ounje Noodles nikan ni wọn ń fun mi""","non-sarcastic","BBC News","original"
"59","""Àpá tó so sí àgbọ̀n mi (Keloid) ló fa iṣẹ́ abẹ, mo lọ tan iná sójú ọgbẹ́ náà àmọ́ UCH fọ́ mi lójú""","""Apa to so si agbon mi (Keloid) lo fa ise abe, mo lo tan ina soju ogbe naa amo UCH fo mi loju""","""Àpa tó so sí àgbòn mi (Keloid) ló fa ise abe, mo lo tan ina sójú ọgbẹ́ náà amó UCH fọ́ mi lójú""","""Apá to so sí àgbon mi (Keloid) lo fa isé abẹ, mo lọ tan iná sójú ọgbẹ́ náà àmo UCH fọ mi loju""","""Apá to so si agbọn mi (Keloid) lo fa iṣe abe, mo lọ tan ina sóju ogbẹ náa àmo UCH fó mi loju""","non-sarcastic","BBC News","original"
"60","Russia rọ̀jò àdó olóró sórí Ukraine, èèyàn 34 kú, 117 míì farapa","Russia rojo ado oloro sori Ukraine, eeyan 34 ku, 117 mii farapa","Russia ròjo adó olóró sórí Ukraine, èeyàn 34 kú, 117 míì farapa","Russia rọ̀jo àdó oloro sóri Ukraine, èeyàn 34 kú, 117 miì farapa","Russia ròjo ado oloro sori Ukraine, eeyan 34 ku, 117 mii farapa","non-sarcastic","BBC News","original"
"61","Ohun tó yẹ kí o mọ̀ nípa ẹgbẹ́ agbébọn Mahmuda tó ń ṣoro nípìnlẹ̀ Kwara","Ohun to ye ki o mo nipa egbe agbebon Mahmuda to n soro nipinle Kwara","Ohun tó yẹ ki o mọ̀ nípa ẹgbe agbébon Mahmuda to ń soro nípìnlè Kwara","Ohun to yẹ ki o mò nípa ẹgbẹ́ agbebọn Mahmuda tó n ṣoro nipìnlè Kwara","Ohun to ye ki o mò nipa egbé agbébon Mahmuda to n soro nípinle Kwara","non-sarcastic","BBC News","original"
"62","Báwo ni wọ́n ṣe ń yan Póòpù tuntun?","Bawo ni won se n yan Poopu tuntun?","Báwo ni wọ́n ṣe ń yan Poopù tuntun?","Bawo ni wọ́n ṣe n yan Poopu tuntun?","Bawo ni won se n yan Póopu tuntun?","non-sarcastic","BBC News","original"
"63","Pásítọ̀ kó sí gbaga fún ṣíṣe aṣemáṣe pẹ̀lú ọmọdé tó jẹ́ àkàndá l'Ondo","Pasito ko si gbaga fun sise asemase pelu omode to je akanda l'Ondo","Pásíto kó sí gbaga fún ṣise asemaṣe pẹlú ọmodé to jẹ́ àkandá l'Ondo","Pásitọ kó sí gbaga fun síṣe asemaṣe pẹlú ọmọdé tó jẹ akàndá l'Ondo","Pasito ko sí gbaga fún sise aṣemáse pelu omode to je akanda l'Ondo","non-sarcastic","BBC News","original"
"64","Afurasí tó ń ṣagolo-ṣàgò gún ọmọ-ọmọ olórin Asiko, Comfort Omoge pa l'Ondo","Afurasi to n sagolo-sago gun omo-omo olorin Asiko, Comfort Omoge pa l'Ondo","Afurasí tó ń sagolo-ṣàgò gún ọmọ-ọmọ olórin Asiko, Comfort Omoge pa l'Ondo","Afurasi to ń ṣagolo-sàgo gun omọ-omo olorin Asiko, Comfort Omoge pa l'Ondo","Afurasi to n sagolo-sago gún ọmo-ọmo olórin Asiko, Comfort Omoge pa l'Ondo","non-sarcastic","BBC News","original"
"65","Èyí ni ìdí tí mo ṣe fi iṣẹ́ Fada sílẹ̀ nínú ìjọ Àgùda, tí mo sì di oníṣẹ̀ṣe","Eyi ni idi ti mo se fi ise Fada sile ninu ijo Aguda, ti mo si di onisese","Èyi ni ìdi tí mo se fi iṣẹ́ Fada silẹ nínú ìjo Àgùda, tí mo sì di oníṣẹ̀ṣe","Eyí ni ìdi tí mo se fi iṣẹ Fada silẹ ninu ijọ Aguda, tí mo si di onísese","Eyí ni ìdi ti mo se fi isẹ Fada silẹ̀ nínú ijo Aguda, ti mo sì di onisese","non-sarcastic","BBC News","original"
"66","Ọmọ Ghana mẹ́sàn án tí wọ́n fi iṣẹ́ tàn kúrò nílé, bá ara wọn nígbèkùn  ní Mowe, nípìnlẹ̀ Ogun","Omo Ghana mesan an ti won fi ise tan kuro nile, ba ara won nigbekun  ni Mowe, nipinle Ogun","Omọ Ghana mẹ́sàn án tí won fi iṣẹ́ tan kúrò nile, bá ara wọn nigbèkùn  ní Mowe, nípìnlẹ̀ Ogun","Ọmo Ghana mẹsàn an tí wón fi ise tàn kúrò nílé, ba ara won nígbekùn  ni Mowe, nipìnlè Ogun","Omo Ghana mẹsan an tí won fi isé tàn kuro nile, ba ara won nigbekun  ni Mowe, nipinle Ogun","non-sarcastic","BBC News","original"
"67","Francis, ẹ̀ṣọ́ aláàbò nílé ijó tó di Póòpù tó mú àyípadà ńlá bá ìjọ Kátólíìkì","Francis, eso alaabo nile ijo to di Poopu to mu ayipada nla ba ijo Katoliiki","Francis, ẹ̀só aláabò nílé ijó tó di Póòpù tó mú àyípada ńlá bá ìjọ Kátólíìkì","Francis, ẹsó alaàbò nilé ijó tó di Poopu to mu àyipadà nla bá ìjọ Kátolíìkì","Francis, ẹso alaabò nilé ijo tó di Póopu to mu àyipada nla ba ijo Katoliiki","non-sarcastic","BBC News","original"
"68","Kìnìún wọ ilé onílé, ó pa ọmọ ọdún mẹ́rìnlá","Kiniun wo ile onile, o pa omo odun merinla","Kìniún wọ ile onilé, o pa ọmo ọdún merìnlá","Kìniún wọ ile onilé, o pa ọmo ọdun merìnla","Kinìun wọ ile onile, ó pa omo ọdún merìnlá","non-sarcastic","BBC News","original"
"69","Àwọn ajínigbé ṣọṣẹ́ ní Kwara, jí gbogbo èèrò inú ọkọ̀ gbé","Awon ajinigbe sose ni Kwara, ji gbogbo eero inu oko gbe","Àwọn ajinigbé sọsé ni Kwara, jí gbogbo èèrò inu ọkò gbé","Awon ajinigbé ṣoṣe ni Kwara, jí gbogbo èèro inú ọko gbé","Awon ajínigbe sosẹ ni Kwara, ji gbogbo eero inu oko gbé","non-sarcastic","BBC News","original"
"70","Lo ojú òpó yìí láti mọ̀ bóyá o ní ìfúnpá gíga tàbí wà nínú ewu láti ní i","Lo oju opo yii lati mo boya o ni ifunpa giga tabi wa ninu ewu lati ni i","Lo ojú òpó yìí láti mò bóya o ní ìfunpá gíga tàbí wa ninu ewu láti ní i","Lo oju òpo yií láti mọ bóyá o ni ìfúnpa gíga tàbi wà nínu ewu lati ní i","Lo oju òpó yii lati mọ̀ bóya o ní ifunpá giga tabi wa ninu ewu lati ni i","non-sarcastic","BBC News","original"
"71","Akẹ́kọ̀ọ́ fásitì OAU gan mọ́ iná lásìkò tó ń gbá bọ́ọ̀lù","Akekoo fasiti OAU gan mo ina lasiko to n gba boolu","Akẹ́kọ̀ọ́ fásiti OAU gan mo iná lasìkò tó ń gbá bóọ̀lù","Akekoó fasiti OAU gan mọ́ iná lásìkò tó n gbá bóọlù","Akekoo fasitì OAU gan mo ina lasiko tó n gba bóọlu","non-sarcastic","BBC News","original"
"72","Christian Chukwu, akọ́nimọ̀ọ́gbá Super Eagles tẹ́lẹ̀, jáde láyé","Christian Chukwu, akonimoogba Super Eagles tele, jade laye","Christian Chukwu, akọ́nimòọgbá Super Eagles tẹ́lẹ̀, jáde laye","Christian Chukwu, akonimọọ́gbá Super Eagles telẹ̀, jáde láye","Christian Chukwu, akọnimoógba Super Eagles tele, jade laye","non-sarcastic","BBC News","original"
"73","Kí ló dé tí ẹnu fi ń kun ẹgbẹ́ agbábọ́ọ̀lù 3SC ilẹ̀ Ibadan?","Ki lo de ti enu fi n kun egbe agbaboolu 3SC ile Ibadan?","Kí ló de tí enu fi ń kun ẹgbẹ agbábóọ̀lù 3SC ile Ibadan?","Kí lo dé tí ẹnu fi n kun ẹgbe agbabọ́ọ̀lù 3SC ile Ibadan?","Ki ló de ti enu fi n kun egbe agbaboolu 3SC ile Ibadan?","non-sarcastic","BBC News","original"
"74","Ṣé lóòtọ́ọ́ ní pé gbèsè ló lé Segun Olanrewaju, abẹ̀sẹ́kùbíòjò tó kú lójú ìjà, padà sídìí ẹ̀ṣẹ́ kíkàn? Àwọn mọ̀lẹ́bí rẹ̀ sọ̀rọ̀","Se lootoo ni pe gbese lo le Segun Olanrewaju, abesekubiojo to ku loju ija, pada sidii ese kikan? Awon molebi re soro","Sé lóòtọ́ọ́ ní pé gbèsè ló lé Segun Olanrewaju, abèsẹ́kùbiòjò tó ku lojú ijà, padà sídìí ẹ̀sé kíkàn? Àwọn mòlẹ́bí re sọ̀rọ̀","Ṣé loòtọ́ó ni pé gbèse ló le Segun Olanrewaju, abẹsẹ́kùbiòjo to kú lójú ìja, padà sídìí ese kikàn? Awon mòlẹ́bi re sọrọ̀","Sé loòtọ́o ni pe gbese lo lé Segun Olanrewaju, abesekubiojo to ku lóju ija, pada sidii ese kikan? Awon molebi re soro","non-sarcastic","BBC News","original"
"75","Abẹ̀ṣẹ́kú-bí-òjò, George Foreman, jáde láyé","Abeseku-bi-ojo, George Foreman, jade laye","Abẹṣẹ́kú-bí-òjò, George Foreman, jáde láyé","Abẹ̀sékú-bi-ojò, George Foreman, jáde laye","Abèsẹku-bi-òjò, George Foreman, jade laye","non-sarcastic","BBC News","original"
"76","Bàbá onílé yìnbọn mọ́ ọmọdé tó gbá bọ́ọ̀lù sínú ọgbà ilé rẹ̀, ọ̀rọ̀ bẹ́yìn yọ","Baba onile yinbon mo omode to gba boolu sinu ogba ile re, oro beyin yo","Bàbá onilé yìnbon mó ọmọdé tó gbá bọ́ọ̀lù sínú ọgbà ilé rẹ̀, ọrọ bẹ́yìn yọ","Babá oníle yìnbon mó ọmode tó gba bọ́ọ̀lu sinu ọgba ilé rè, òrọ bẹyìn yo","Baba oníle yinbon mo omodé to gbá bọolu sinu ogba ile re, ọ̀rò beyin yo","non-sarcastic","BBC News","original"
"77","'Ìfẹ́ tí mo ní sí ọ̀bọ ló jẹ́ kí n bẹ̀rẹ̀ eré ìdárayá lílo ọwọ́ àti ẹsẹ̀ fi sáré'","'Ife ti mo ni si obo lo je ki n bere ere idaraya lilo owo ati ese fi sare'","'Ìfẹ́ tí mo ni sí ọ̀bọ ló jẹ kí n bẹ̀rẹ eré ìdáraya lílo ọwọ́ àti ẹsẹ fi sáré'","'Ifẹ́ tí mo ní si òbo lo jẹ́ ki n bẹ̀re ere ìdarayá lilo ọwó àti esè fi sáré'","'Ife ti mo ni sí ọbo lo jé ki n berẹ ere idaraya lilo ọwo ati ẹsẹ fi sare'","non-sarcastic","BBC News","original"
"78","Karim Adeyemi, agbábọ́ọ̀lù ọmọ Naijiria tó ń ran àwọn ọ̀dọ́ lọ́wọ́","Karim Adeyemi, agbaboolu omo Naijiria to n ran awon odo lowo","Karim Adeyemi, agbábóọ̀lu ọmọ Naijiria to ń ran àwọn ọdó lọ́wọ́","Karim Adeyemi, agbabọòlu ọmo Naijiria tó ń ran àwon ọ̀dọ lọ́wo","Karim Adeyemi, agbaboọlu omo Naijiria to n ran awon òdo lowo","non-sarcastic","BBC News","original"
"79","Mọ̀ nípa ọdún eégún ìlú Ekan-Meje, níbi tó ti jẹ́ èèwọ̀ láti gbé àjẹkù oúnjẹ́ lọ sílé látibi ọdún","Mo nipa odun eegun ilu Ekan-Meje, nibi to ti je eewo lati gbe ajeku ounje lo sile latibi odun","Mo nipa ọdún eégún ìlú Ekan-Meje, nibi tó ti jé èèwọ̀ láti gbé àjẹkù oúnjẹ́ lọ sílé latibi odún","Mo nipa ọdun eegun ìlú Ekan-Meje, nibi to ti jé eèwọ̀ lati gbe àjeku oúnjé lọ síle látibi ọdún","Mò nipa odún eégún ilu Ekan-Meje, níbi tó ti je èewo lati gbé ajekù ounjé lo sile latibi odun","non-sarcastic","BBC News","original"
"80","Eniola Badmus àti Laide Bakare fìjà pẹ́ẹta níbi ìfilọ́lẹ̀ fíìmù Eniola Ajao","Eniola Badmus ati Laide Bakare fija peeta nibi ifilole fiimu Eniola Ajao","Eniola Badmus àti Laide Bakare fìjà péẹta nibi ifilọ́lẹ fíìmù Eniola Ajao","Eniola Badmus àti Laide Bakare fijà peẹta nibi ifilọ́lè fíimù Eniola Ajao","Eniola Badmus àti Laide Bakare fija peẹta nibi ifilole fíimu Eniola Ajao","non-sarcastic","BBC News","original"
"81","Wo iléẹ̀kọ́ àwọn olóyún tí wọn ti ń gba àmì ẹ̀yẹ fún ijó jíjó, oge ṣíṣe àti ìmọ́tótó","Wo ileeko awon oloyun ti won ti n gba ami eye fun ijo jijo, oge sise ati imototo","Wo iléẹkọ́ awọn olóyún tí wọn ti ń gba àmì èyẹ fún ijó jíjo, oge síṣe àti ìmọtotó","Wo iléẹko awon olóyún ti wọn ti ń gba àmi ẹ̀ye fún ijó jijo, oge síṣe àti imototó","Wo ileèko àwon oloyun tí won ti ń gba ami eye fun ijo jijó, oge ṣise àti imọtotó","non-sarcastic","BBC News","original"
"82","Agbébọn jí pásítọ̀ gbé lásìkò ìwàásù nínú ṣọ́ọ̀ṣì","Agbebon ji pasito gbe lasiko iwaasu ninu soosi","Agbébọn jí pasítọ̀ gbé lasìkò ìwaásù nínu ṣọ́òṣì","Agbebon jí pasitọ gbe lasìkò ìwàásu nínú sọọ̀ṣi","Agbebon ji pasitọ gbe lasikò iwaásu ninu ṣọosi","non-sarcastic","BBC News","original"
"83","Mi ò kábàmọ́ọ̀ pé ìyàwó mi tó kú nigbà tó fẹ́ bímọ kò forúkọ sílẹ̀ nílé ìwòsàn - Folajimi","Mi o kabamoo pe iyawo mi to ku nigba to fe bimo ko foruko sile nile iwosan - Folajimi","Mi ò kabàmọọ̀ pé ìyàwo mi tó kú nigbà tó fẹ́ bímọ kò forukọ sílè nílé ìwòsàn - Folajimi","Mi o kábàmóọ̀ pe iyàwo mi to kú nigba tó fé bimo ko forúkọ sílè nile iwòsan - Folajimi","Mi o kabamoo pe iyawó mi tó kú nigbà to fẹ bimọ ko forúko sile níle iwosàn - Folajimi","non-sarcastic","BBC News","original"
"84","Àní ká fi ọ̀rọ̀ ọ̀hún mu tábà ní gbẹ́rẹ́fu. Ọ̀rọ̀ burúkú tòun tẹ̀rín","Ani ka fi oro ohun mu taba ni gberefu. Oro buruku toun terin","Àni ká fi ọ̀rọ ọhún mu tábà ní gbẹ́rẹ́fu. Ọ̀rọ burúku tòun tẹ̀rín","Ani ka fi òrọ ọ̀hún mu tába ni gberefu. Òro buruku tòun terín","Ani ka fi oro ọhun mu taba ní gbẹrefu. Ọro burúku toun terín","non-sarcastic","BBC News","original"
"85","Ẹ tún fẹ́ gbé wa mọ́ra àbí? Ẹ ti pawó sápò yín tán àbí bẹ́ẹ̀ kọ́?","E tun fe gbe wa mora abi? E ti pawo sapo yin tan abi bee ko?","Ẹ tun fé gbé wa móra àbi? Ẹ ti pawó sápo yín tan àbí bẹ́ẹ kọ́?","E tun fé gbé wa móra abí? Ẹ ti pawo sápò yin tán abí beè kọ?","Ẹ tún fe gbé wa mora abí? E ti pawo sapo yin tán àbi bee kó?","non-sarcastic","BBC News","original"
"86","Pàtàkì ni oyè Kudẹfù lóde Ọ̀yọ́, Gẹ́gẹ́bí aláàfin tó bá jẹ, bí èèyàn bá ti jẹ Kúdẹfù kò gbọdọ̀ fi ààfin Ọ̀yọ́ sílẹ̀","Pataki ni oye Kudefu lode Oyo, Gegebi alaafin to ba je, bi eeyan ba ti je Kudefu ko gbodo fi aafin Oyo sile","Pàtàkì ni oyè Kudẹfù lóde Oyọ́, Gégẹ́bí aláàfin tó ba jẹ, bí èeyan bá ti jẹ Kudefù kò gbọdọ̀ fi ààfin Ọ̀yo sílẹ̀","Pàtàki ni oyè Kudẹfu lóde Ọyọ, Gegẹbi alaafin tó bá jẹ, bí èèyàn ba ti je Kudẹfù ko gbodò fi ààfin Ọyọ sílè","Pataki ni oye Kudefu lóde Òyọ, Gégebi alaafin to bá jẹ, bí eèyan ba ti je Kúdẹfù ko gbodo fi aafin Oyo silè","non-sarcastic","X","original"
"87","Ọ̀pọ̀lọpọ̀ fóònù olówó iyebíye tuntun ló jóná nínú ìjàmbá iná ọ̀hún","Opolopo foonu olowo iyebiye tuntun lo jona ninu ijamba ina ohun","Ọ̀polọpọ̀ fóònù olowó iyebíye tuntun lo jona nínu ijambá iná ọhún","Opọlọpò foònu olowó iyebiye tuntun ló joná ninu ijàmba ina òhun","Ọ̀pòlopò foònu olowo iyebiye tuntun lo jóna ninu ijamba ina ọhun","non-sarcastic","BBC News","original"
"88","Nlẹ o, abéwúrẹ́ sọ̀rọ̀, wọ́n ti kọ̀ǹgọ́ bọ ìlù","Nle o, abewure soro, won ti kongo bo ilu","Nlẹ o, abéwure sòrọ̀, wọn ti kọngọ́ bọ ilù","Nle o, abewurẹ́ sọrò, won ti kongọ́ bo ìlu","Nle o, abewure soro, wọn ti koǹgo bọ ilu","non-sarcastic","BBC News","original"
"89","Ìgbà gbá mi dànù, mo wá ńhùwà bí àkọ́ọ̀gbà","Igba gba mi danu, mo wa nhuwa bi akoogba","Igbà gbá mi dànu, mo wá ńhuwà bí àkọọ̀gbà","Igba gba mi danu, mo wa ńhùwà bi àkọ́ogbà","Ìgba gba mi danu, mo wá nhuwa bi akọ́ọgba","sarcastic","YouTube","original"
"90","Ata gígún ni ilé ayé","Ata gigun ni ile aye","Ata gigún ni ilé aye","Ata gígun ni ilé aye","Ata gigun ni ilé aye","sarcastic","YouTube","original"
"91","O ti ní ìríríi táláká púpọ̀","O ti ni iririi talaka pupo","O ti ni ìríríi táláká pupọ̀","O ti ni ìririi táláká pupọ̀","O ti ni ìririi tálaka pupo","sarcastic","YouTube","original"
"92","Níbi tí mo ti ń ṣiṣẹ́, bàbá, mo wọ́ ike owó kan ni jàre","Nibi ti mo ti n sise, baba, mo wo ike owo kan ni jare","Nibi ti mo ti ń ṣiṣẹ́, baba, mo wọ́ ike owó kan ni jàre","Níbi ti mo ti n sisẹ, bàba, mo wọ ike owo kan ni jare","Nibi tí mo ti n siṣẹ, babá, mo wo ike owó kan ni jàre","sarcastic","YouTube","original"
"93","Kílọdé tí o ní éńjìnì Benz tí o wá ńfi kórópe wàá?","Kilode ti o ni enjini Benz ti o wa nfi korope waa?","Kílọdé ti o ní énjinì Benz tí o wá ńfi kórópe wàá?","Kilodé ti o ní eńjini Benz ti o wa ńfi korope wàa?","Kilọde ti o ni éńjìni Benz ti o wá nfi kórope wàa?","sarcastic","YouTube","original"
"94","Tí wọ́n bá ti nfi ọkọ ayọ́kẹ́lẹ́ gbe ènìyàn, yóò ma yọ́ kẹ́lẹ́kẹ́lẹ́ nọ́ọ̀ni","Ti won ba ti nfi oko ayokele gbe eniyan, yoo ma yo kelekele nooni","Tí wọ́n ba ti nfi ọkọ ayọ́kẹlẹ́ gbe ènìyàn, yóò ma yó kelẹ́kẹ́lẹ́ nóọ̀ni","Ti wón bá ti nfi ọkọ ayọ́kẹlẹ́ gbe èniyan, yoò ma yọ́ kelẹkelẹ́ nọ́ọ̀ni","Tí won ba ti nfi oko ayọ́kelé gbe ènìyan, yóò ma yo kẹ́lekele noọni","sarcastic","YouTube","original"
