POLICY_NO,PRODUCT,BRANCH_NAME,REGION,ZONE_NAME,Plan,Sum_Assured,Premium,Sub_Plan,Vintage_Period
F-2008050934345,TRAVEL,Nariman Point,Mumbai I,South,Family  Standard P,2000000,1109,Standard,14
F-2008051034440,TRAVEL,Connaught Place,Delhi II,North,Family  Gold Plan,100000,1219,Gold,14
F-2008051034798,TRAVEL,Andheri,Mumbai II,South,Family  Standard P,2000000,1665,Standard,35
F-2008051035054,TRAVEL,Kolkata I,West Bengal,East,Individual,2025000,1315.69,Standard,345
F-2008051035246,TRAVEL,Nariman Point,Mumbai I,South,Family  Standard P,2000000,1123,Standard,18
F-2008051135308,TRAVEL,Nariman Point,Mumbai I,South,Family  Standard P,2000000,963,Standard,14
F-2008051135319,TRAVEL,Nariman Point,Mumbai I,South,Family  Standard P,2000000,906,Standard,14
F-2008051436735,TRAVEL,Nariman Point,Mumbai I,South,Family  Standard P,2000000,1043,Standard,14
F-2008051437252,TRAVEL,Nariman Point,Mumbai I,South,Family  Standard P,2000000,1043,Standard,10
F-2008051740472,TRAVEL,Nariman Point,Mumbai I,South,Family  Standard P,2000000,1043,Standard,13
F-2008051940607,TRAVEL,Nariman Point,Mumbai I,South,Family  Standard P,2000000,768,Standard,14
F-2008051940661,TRAVEL,Nariman Point,Mumbai I,South,Family  Standard P,2000000,1109,Standard,14
F-2008051940732,TRAVEL,Nariman Point,Mumbai I,South,Family  Standard P,2000000,906,Standard,14
F-2008051941141,TRAVEL,Nagpur,ROM and Goa,South,Family  Gold Plan,4000000,1218,Gold,11
F-2008052042139,TRAVEL,Nariman Point,Mumbai I,South,Family  Standard P,2000000,1043,Standard,14
F-2008052142470,TRAVEL,Visakapatnam,Andhra Pradesh II,South,Family  Gold Plan,100000,1058,Gold,10
F-2008052142507,TRAVEL,Pitampura,Delhi II,North,Family  Gold Plan,4000000,1131,Gold,14
F-2008052243337,TRAVEL,Connaught Place,Delhi II,North,Family  Gold Plan,4000000,982,Gold,12
F-2008052343973,TRAVEL,Bangalore I,Karnatka,South,Family  Standard P,2000000,906,Standard,10
F-2008052344329,TRAVEL,Nashik,ROM and Goa,South,Family  Gold Plan,100000,1646,Gold,22
F-2008052344348,TRAVEL,Kolkata I,West Bengal,East,Family  Standard P,2000000,1109,Standard,14
F-2008052344378,TRAVEL,Kolkata I,West Bengal,East,Family  Standard P,2000000,768,Standard,14
F-2008052344403,TRAVEL,Kolkata I,West Bengal,East,Family  Standard P,2000000,1043,Standard,14
F-2008052344593,TRAVEL,Andheri,Mumbai II,South,Family  Standard P,2000000,768,Standard,8
F-2008052445629,TRAVEL,Nariman Point,Mumbai I,South,Family  Standard P,2000000,768,Standard,11
F-2008052646052,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Family  Standard P,2000000,910,Standard,7
F-2008052746904,TRAVEL,Nehru Place,Delhi I,North,Family  Gold Plan,4000000,982,Gold,14
F-2008052949091,TRAVEL,Pune,ROM and Goa,South,Family  Gold Plan,4000000,1645,Gold,31
F-2008060251330,TRAVEL,Amritsar,Punjab And Jammu  Kashmir,North,Family  Gold Plan,4000000,1131,Gold,9
F-2008060251709,TRAVEL,Hyderabad III,Andhra Pradesh I,South,Family  Gold Plan,4000000,721,Gold,7
F-2008060453013,TRAVEL,Surat,Gujarat II,North,Family  Standard P,2000000,1043,Standard,8
F-2008060553596,TRAVEL,Pitampura,Delhi II,North,Family  Gold Plan,4000000,982,Gold,14
F-2008060856241,TRAVEL,Nagpur,ROM and Goa,South,Family  Gold Plan,4000000,1131,Gold,12
F-2008060956600,TRAVEL,Nehru Place,Delhi I,North,Family  Standard P,2000000,1293,Standard,18
F-2008060956621,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Family  Standard P,2000000,1069,Standard,26
F-2008061058022,TRAVEL,Surat,Gujarat II,North,Family  Standard P,2000000,906,Standard,14
F-2008061460868,TRAVEL,Pitampura,Delhi II,North,Family  Standard P,2000000,1292,Standard,21
F-2008061863917,TRAVEL,Ahmedabad II,Gujarat I,North,Family  Gold Plan,4000000,9491,Gold,181
F-2008061964290,TRAVEL,Jalandhar,Punjab And Jammu  Kashmir,North,Family  Gold Plan,4000000,6155,Gold,91
F-2008062165960,TRAVEL,Moradabad,UP AND UTRANCHAL,North,Family  Gold Plan,100000,1431,Gold,28
F-2008062166190,TRAVEL,Amritsar,Punjab And Jammu  Kashmir,North,Family  Gold Plan,4000000,1131,Gold,11
F-2008062166282,TRAVEL,Connaught Place,Delhi II,North,Family  Gold Plan,4000000,1131,Gold,13
F-2008063071539,TRAVEL,Hyderabad III,Andhra Pradesh I,South,Family  Standard P,2000000,1678,Standard,35
F-2008070977002,TRAVEL,Pitampura,Delhi II,North,Family  Standard P,2000000,5875,Standard,182
F-2008070977117,TRAVEL,Baroda,Gujarat II,North,Family  Gold Plan,100000,6157,Gold,90
F-2008071681776,TRAVEL,Pitampura,Delhi II,North,Family  Gold Plan,4000000,982,Gold,14
F-2008072184789,TRAVEL,Jalandhar,Punjab And Jammu  Kashmir,North,Family  Gold Plan,4000000,1246,Gold,30
F-2008072285252,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Family  Gold Plan,4000000,3091,Gold,91
F-2008072688440,TRAVEL,Bhikajicama Palace,Delhi I,North,Family  Gold Plan,4000000,1213,Gold,27
F-2008072989825,TRAVEL,Surat,Gujarat II,North,Family  Standard P,2000000,7135,Standard,115
F-2008080695290,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Family  Standard P,2000000,2019,Standard,26
F-2008080796300,TRAVEL,Pitampura,Delhi II,North,Family  Gold Plan,4000000,833,Gold,11
F-2008081298617,TRAVEL,Pitampura,Delhi II,North,Family  Standard P,2000000,609,Standard,7
F-2008081299232,TRAVEL,Nariman Point,Mumbai I,South,Family  Gold Plan,4000000,1645,Gold,29
F-2008081399558,TRAVEL,Andheri,Mumbai II,South,Family  Gold Plan,100000,865,Gold,10
F-2008081399611,TRAVEL,Connaught Place,Delhi II,North,Family  Standard P,2000000,906,Standard,14
F-2008081400209,TRAVEL,Cochin,Kerala,South,Family  Gold Plan,4000000,1026,Gold,18
F-2008081400618,TRAVEL,Amritsar,Punjab And Jammu  Kashmir,North,Family  Gold Plan,4000000,721,Gold,7
F-2008082104758,TRAVEL,Anand,Gujarat II,North,Family  Gold Plan,4000000,6155,Gold,91
F-2008082810301,TRAVEL,Nariman Point,Mumbai I,South,Family  Gold Plan,4000000,1210,Gold,18
F-2008082810646,TRAVEL,Cochin,Kerala,South,Family  Standard P,2000000,1069,Standard,26
F-2008083012294,TRAVEL,Amritsar,Punjab And Jammu  Kashmir,North,Family  Gold Plan,4000000,1131,Gold,9
F-2008090315224,TRAVEL,Ludhiana,Punjab And Jammu  Kashmir,North,Family  Gold Plan,4000000,1213,Gold,26
F-2008103017934,TRAVEL,Kota,Rajasthan,North,Family  Gold Plan,4000000,4427,Gold,102
I-2006122318672,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,2000000,549,Standard,13
I-2007041688343,TRAVEL,Noida,Delhi II,North,Individual  Standa,50000,1218,Standard,36
I-2007041688432,TRAVEL,Noida,Delhi II,North,Individual  Standa,50000,2003,Standard,36
I-2007042597301,TRAVEL,Noida,Delhi II,North,Individual  Platin,500000,1787,Platinum,29
I-2007042698199,TRAVEL,Noida,Delhi II,North,Individual  Standa,50000,405,Standard,7
I-2007042899966,TRAVEL,Noida,Delhi II,North,Individual  Silver,100000,1591,Silver,60
I-2007050404465,TRAVEL,Noida,Delhi II,North,Individual  Silver,100000,1207,Silver,365
I-2007050706590,TRAVEL,Noida,Delhi II,North,Individual  Standa,50000,763,Standard,28
I-2007050706821,TRAVEL,Noida,Delhi II,North,Individual  Standa,50000,478,Standard,5
I-2007051413261,TRAVEL,Noida,Delhi II,North,Individual  Standa,50000,680,Standard,20
I-2007051514413,TRAVEL,Noida,Delhi II,North,Individual  Silver,100000,594,Silver,13
I-2007051920023,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Individual  Silver,0,0,Silver,21
I-2007052323511,TRAVEL,Noida,Delhi II,North,Individual  Standa,50000,548,Standard,14
I-2007052525645,TRAVEL,Gurgaon,Delhi I,North,Individual  Gold P,250000,1433,Gold,9
I-2007052525688,TRAVEL,Noida,Delhi II,North,Individual  Standa,50000,763,Standard,29
I-2007052928716,TRAVEL,Hyderabad I,Andhra Pradesh I,South,Individual  Silver,50000,818,Silver,365
I-2007053130791,TRAVEL,Pune,ROM and Goa,South,Individual  Silver,100000,436,Silver,7
I-2007053131068,TRAVEL,Hyderabad I,Andhra Pradesh I,South,Individual  Standa,50000,407,Standard,365
I-2007053131093,TRAVEL,Hyderabad I,Andhra Pradesh I,South,Individual  Standa,50000,407,Standard,365
I-2007060132774,TRAVEL,Karimnagar,Andhra Pradesh I,South,Individual  Silver,100000,437,Silver,365
I-2007060233779,TRAVEL,Karimnagar,Andhra Pradesh I,South,Individual  Silver,100000,525,Silver,365
I-2007061141121,TRAVEL,Noida,Delhi II,North,Individual  Standa,50000,548,Standard,14
I-2007061141924,TRAVEL,Noida,Delhi II,North,Individual  Standa,50000,405,Standard,7
I-2007061243120,TRAVEL,Hyderabad I,Andhra Pradesh I,South,Individual  Platin,100000,1596,Platinum,365
I-2007061647398,TRAVEL,Noida,Delhi II,North,Individual  Standa,50000,584,Standard,10
I-2007062049963,TRAVEL,Noida,Delhi II,North,Individual  Standa,50000,582,Standard,14
I-2007062151915,TRAVEL,Noida,Delhi II,North,Individual  Standa,50000,5983,Standard,168
I-2007062253267,TRAVEL,Nariman Point,Mumbai I,South,Individual  Platin,100000,4459,Platinum,22
I-2007062555546,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,50000,405,Standard,365
I-2007062758877,TRAVEL,Bangalore I,Karnatka,South,Individual  Gold P,50000,716,Gold,26
I-2007062860086,TRAVEL,Noida,Delhi II,North,Individual  Platin,500000,1341,Platinum,16
I-2007062961265,TRAVEL,Bangalore I,Karnatka,South,Individual  Silver,50000,997,Silver,365
I-2007070365016,TRAVEL,Gurgaon,Delhi I,North,Individual  Silver,100000,1381,Silver,30
I-2007070365383,TRAVEL,Nehru Place,Delhi I,North,Individual  Silver,4600000,1693,Silver,16
I-2007070466570,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,50000,746,Standard,26
I-2007070567741,TRAVEL,Noida,Delhi II,North,Individual  Standa,50000,405,Standard,7
I-2007070669023,TRAVEL,Noida,Delhi II,North,Individual  Gold P,250000,1066,Gold,14
I-2007070669257,TRAVEL,Noida,Delhi II,North,Individual  Standa,50000,406,Standard,7
I-2007070669304,TRAVEL,Noida,Delhi II,North,Individual  Gold P,250000,2380,Gold,91
I-2007070770590,TRAVEL,Bangalore I,Karnatka,South,Individual  Silver,50000,435,Silver,365
I-2007070971130,TRAVEL,Jalandhar,Punjab And Jammu  Kashmir,North,Individual  Standa,50000,1001,Standard,365
I-2007070971262,TRAVEL,Noida,Delhi II,North,Individual  Standa,50000,549,Standard,14
I-2007070971474,TRAVEL,Bangalore I,Karnatka,South,Individual  Platin,50000,6078,Platinum,26
I-2007071173524,TRAVEL,Nariman Point,Mumbai I,South,Individual  Platin,100000,1339,Platinum,16
I-2007071174077,TRAVEL,Noida,Delhi II,North,Individual  Platin,500000,625,Platinum,7
I-2007071275590,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,50000,549,Standard,365
I-2007071275595,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,50000,549,Standard,365
I-2007071275754,TRAVEL,Nariman Point,Mumbai I,South,Individual  Gold P,100000,1323,Gold,15
I-2007071376623,TRAVEL,Dehradun,UP AND UTRANCHAL,North,Individual  Standa,50000,1199,Standard,40
I-2007071477777,TRAVEL,Connaught Place,Delhi II,North,Individual  Silver,100000,436,Silver,7
I-2007071678084,TRAVEL,Pune,ROM and Goa,South,Individual  Silver,100000,1208,Silver,28
I-2007071678673,TRAVEL,Cochin,Kerala,South,Individual  Standa,50000,407,Standard,7
I-2007071779571,TRAVEL,Noida,Delhi II,North,Individual  Silver,100000,436,Silver,7
I-2007071779861,TRAVEL,Noida,Delhi II,North,Individual  Gold P,250000,545,Gold,7
I-2007071780021,TRAVEL,Hyderabad I,Andhra Pradesh I,South,Individual  Gold P,50000,545,Gold,365
I-2007071780058,TRAVEL,Hyderabad I,Andhra Pradesh I,South,Individual  Gold P,50000,545,Gold,365
I-2007071982128,TRAVEL,Chennai II,Tamilnadu,South,Individual  Silver,100000,437,Silver,7
I-2007071982143,TRAVEL,Chennai II,Tamilnadu,South,Individual  Silver,100000,437,Silver,7
I-2007071982147,TRAVEL,Nariman Point,Mumbai I,South,Individual  Platin,100000,1050,Platinum,62
I-2007071982148,TRAVEL,Chennai II,Tamilnadu,South,Individual  Silver,100000,437,Silver,7
I-2007071982190,TRAVEL,Bangalore I,Karnatka,South,Individual  Platin,500000,2905,Platinum,26
I-2007071982302,TRAVEL,Pune,ROM and Goa,South,Individual  Gold P,250000,716,Gold,14
I-2007071982354,TRAVEL,Pune,ROM and Goa,South,Individual  Standa,50000,6428,Standard,182
I-2007071982478,TRAVEL,Pune,ROM and Goa,South,Individual  Platin,500000,836,Platinum,14
I-2007071982510,TRAVEL,Bangalore I,Karnatka,South,Individual  Platin,50000,835,Platinum,365
I-2007072083213,TRAVEL,Nehru Place,Delhi I,North,Individual  Standa,2250000,406,Standard,0
I-2007072083683,TRAVEL,Connaught Place,Delhi II,North,Individual  Gold P,250000,545,Gold,7
I-2007072083766,TRAVEL,Pune,ROM and Goa,South,Individual  Standa,50000,799,Standard,21
I-2007072083826,TRAVEL,Pune,ROM and Goa,South,Individual  Gold P,250000,716,Gold,8
I-2007072083848,TRAVEL,Connaught Place,Delhi II,North,Individual  Gold P,250000,545,Gold,6
I-2007072184107,TRAVEL,Nehru Place,Delhi I,North,Individual  Gold P,11500000,4091,Gold,93
I-2007072184185,TRAVEL,Ludhiana,Punjab And Jammu  Kashmir,North,Individual  Gold P,250000,1070,Gold,28
I-2007072184352,TRAVEL,Connaught Place,Delhi II,North,Individual  Standa,50000,406,Standard,4
I-2007072385565,TRAVEL,Bangalore I,Karnatka,South,Individual  Platin,500000,1342,Platinum,27
I-2007072385784,TRAVEL,Hyderabad II,Andhra Pradesh I,South,Individual  Gold P,250000,1198,Gold,16
I-2007072486744,TRAVEL,Surat,Gujarat II,North,Individual  Standa,50000,549,Standard,14
I-2007072486747,TRAVEL,Surat,Gujarat II,North,Individual  Standa,50000,549,Standard,14
I-2007072487601,TRAVEL,Bangalore I,Karnatka,South,Individual  Platin,500000,1951,Platinum,27
I-2007072487855,TRAVEL,Connaught Place,Delhi II,North,Individual  Gold P,250000,716,Gold,13
I-2007072487974,TRAVEL,Lucknow,UP AND UTRANCHAL,North,Individual  Standa,50000,549,Standard,8
I-2007072588603,TRAVEL,Hyderabad I,Andhra Pradesh I,South,Individual  Standa,50000,584,Standard,365
I-2007072588624,TRAVEL,Bangalore I,Karnatka,South,Individual  Gold P,50000,716,Gold,21
I-2007072588668,TRAVEL,Hyderabad I,Andhra Pradesh I,South,Individual  Standa,50000,549,Standard,365
I-2007072588920,TRAVEL,Jalandhar,Punjab And Jammu  Kashmir,North,Individual  Standa,50000,2002,Standard,91
I-2007072589168,TRAVEL,Nehru Place,Delhi I,North,Individual  Platin,2300000,4459,Platinum,82
I-2007072690120,TRAVEL,Nehru Place,Delhi I,North,Individual  Standa,2300000,3451,Standard,92
I-2007072690296,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,50000,799,Standard,27
I-2007072690309,TRAVEL,Hyderabad II,Andhra Pradesh I,South,Individual  Standa,50000,3214,Standard,91
I-2007072690418,TRAVEL,Nehru Place,Delhi I,North,Individual  Gold P,11250000,650,Gold,7
I-2007072690823,TRAVEL,Connaught Place,Delhi II,North,Individual  Gold P,250000,545,Gold,7
I-2007072792059,TRAVEL,Connaught Place,Delhi II,North,Individual  Standa,50000,746,Standard,21
I-2007072792084,TRAVEL,Pune,ROM and Goa,South,Individual  Standa,50000,2002,Standard,90
I-2007072792209,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,50000,680,Standard,0
I-2007072792445,TRAVEL,Chennai II,Tamilnadu,South,Individual  Standa,2500000,406,Standard,7
I-2007072792657,TRAVEL,Chennai II,Tamilnadu,South,Individual  Standa,2500000,406,Standard,7
I-2007072893086,TRAVEL,Nehru Place,Delhi I,North,Individual  Standa,2250000,478,Standard,1
I-2007072893104,TRAVEL,Nehru Place,Delhi I,North,Individual  Standa,2250000,406,Standard,1
I-2007072893205,TRAVEL,Coimbatore,Tamilnadu,South,Individual  Standa,50000,877,Standard,34
I-2007072893658,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Silver,100000,4996,Silver,179
I-2007073094229,TRAVEL,Noida,Delhi II,North,Individual  Standa,500000,680,Standard,365
I-2007073094518,TRAVEL,Nehru Place,Delhi I,North,Individual  Gold P,250000,716,Gold,365
I-2007073095122,TRAVEL,Bangalore I,Karnatka,South,Individual  Platin,50000,1050,Platinum,21
I-2007073195637,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,50000,763,Standard,27
I-2007073196027,TRAVEL,Connaught Place,Delhi II,North,Individual  Silver,100000,436,Silver,7
I-2007073196037,TRAVEL,Connaught Place,Delhi II,North,Individual  Silver,100000,436,Silver,7
I-2007073196215,TRAVEL,Chennai II,Tamilnadu,South,Individual  Silver,5000000,2492,Silver,63
I-2007073196440,TRAVEL,Nehru Place,Delhi I,North,Individual  Platin,2300000,1336,Platinum,33
I-2007073196447,TRAVEL,Pune,ROM and Goa,South,Individual  Platin,500000,836,Platinum,11
I-2007080196776,TRAVEL,Pune,ROM and Goa,South,Individual  Standa,50000,406,Standard,5
I-2007080196883,TRAVEL,Noida,Delhi II,North,Individual  Silver,100000,523,Silver,5
I-2007080196931,TRAVEL,Noida,Delhi II,North,Individual  Silver,100000,436,Silver,5
I-2007080196973,TRAVEL,Pune,ROM and Goa,South,Individual  Silver,100000,436,Silver,7
I-2007080196990,TRAVEL,Noida,Delhi II,North,Individual  Silver,100000,436,Silver,5
I-2007080197001,TRAVEL,Noida,Delhi II,North,Individual  Silver,100000,436,Silver,5
I-2007080197039,TRAVEL,Noida,Delhi II,North,Individual  Silver,100000,436,Silver,5
I-2007080197046,TRAVEL,Noida,Delhi II,North,Individual  Silver,100000,436,Silver,5
I-2007080197121,TRAVEL,Noida,Delhi II,North,Individual  Silver,100000,524,Silver,5
I-2007080197223,TRAVEL,Noida,Delhi II,North,Individual  Silver,100000,436,Silver,5
I-2007080197235,TRAVEL,Noida,Delhi II,North,Individual  Silver,100000,436,Silver,5
I-2007080197251,TRAVEL,Noida,Delhi II,North,Individual  Silver,100000,436,Silver,5
I-2007080197260,TRAVEL,Noida,Delhi II,North,Individual  Silver,100000,436,Silver,5
I-2007080197410,TRAVEL,Noida,Delhi II,North,Individual  Silver,100000,524,Silver,5
I-2007080197474,TRAVEL,Pune,ROM and Goa,South,Individual  Platin,500000,836,Platinum,11
I-2007080197571,TRAVEL,Pune,ROM and Goa,South,Individual  Silver,100000,524,Silver,7
I-2007080197897,TRAVEL,Noida,Delhi II,North,Individual  Silver,100000,436,Silver,5
I-2007080198080,TRAVEL,Bangalore I,Karnatka,South,Individual  Platin,500000,1050,Platinum,20
I-2007080200471,TRAVEL,Nehru Place,Delhi I,North,Individual  Gold P,11250000,1568,Gold,41
I-2007080200586,TRAVEL,Nehru Place,Delhi I,North,Individual  Standa,2250000,478,Standard,14
I-2007080298698,TRAVEL,Nehru Place,Delhi I,North,Individual  Platin,2300000,625,Platinum,12
I-2007080301772,TRAVEL,Nehru Place,Delhi I,North,Individual  Silver,100000,914,Silver,5
I-2007080301806,TRAVEL,Connaught Place,Delhi II,North,Individual  Platin,500000,835,Platinum,14
I-2007080301973,TRAVEL,Coimbatore,Tamilnadu,South,Individual  Silver,100000,998,Silver,34
I-2007080402358,TRAVEL,Connaught Place,Delhi II,North,Individual  Silver,100000,2208,Silver,91
I-2007080402558,TRAVEL,Connaught Place,Delhi II,North,Individual  Standa,2300000,549,Standard,14
I-2007080402576,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Standa,50000,5485,Standard,154
I-2007080402621,TRAVEL,Pune,ROM and Goa,South,Individual  Standa,50000,1017,Standard,26
I-2007080403265,TRAVEL,Connaught Place,Delhi II,North,Individual  Silver,100000,595,Silver,8
I-2007080503409,TRAVEL,Jalandhar,Punjab And Jammu  Kashmir,North,Individual  Standa,50000,1398,Standard,61
I-2007080604008,TRAVEL,Gurgaon,Delhi I,North,Individual  Gold P,250000,1198,Gold,21
I-2007080604019,TRAVEL,Gurgaon,Delhi I,North,Individual  Gold P,250000,1198,Gold,21
I-2007080604143,TRAVEL,Pune,ROM and Goa,South,Individual  Gold P,250000,1005,Gold,15
I-2007080604322,TRAVEL,Vijayawada,Andhra Pradesh II,South,Individual  Standa,50000,2906,Standard,126
I-2007080604402,TRAVEL,Chennai II,Tamilnadu,South,Individual  Standa,2500000,584,Standard,14
I-2007080604418,TRAVEL,Chennai II,Tamilnadu,South,Individual  Standa,2500000,549,Standard,14
I-2007080604460,TRAVEL,Chennai II,Tamilnadu,South,Individual  Standa,2500000,549,Standard,14
I-2007080604466,TRAVEL,Chennai II,Tamilnadu,South,Individual  Standa,2500000,549,Standard,14
I-2007080704950,TRAVEL,Pune,ROM and Goa,South,Individual  Silver,100000,716,Silver,7
I-2007080704966,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Individual  Gold P,250000,3357,Gold,77
I-2007080704976,TRAVEL,Chennai II,Tamilnadu,South,Individual  Silver,5000000,997,Silver,35
I-2007080704979,TRAVEL,Ludhiana,Punjab And Jammu  Kashmir,North,Individual  Silver,100000,914,Silver,14
I-2007080705547,TRAVEL,Nehru Place,Delhi I,North,Individual  Platin,500000,1050,Platinum,10
I-2007080705552,TRAVEL,Pune,ROM and Goa,South,Individual  Silver,100000,1032,Silver,14
I-2007080705771,TRAVEL,Nehru Place,Delhi I,North,Individual  Standa,2000000,549,Standard,0
I-2007080705872,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,50000,405,Standard,14
I-2007080706044,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Individual  Standa,50000,2758,Standard,147
I-2007080706093,TRAVEL,Hyderabad II,Andhra Pradesh I,South,Individual  Standa,50000,1017,Standard,35
I-2007080706248,TRAVEL,Bangalore I,Karnatka,South,Individual  Silver,50000,596,Silver,27
I-2007080806648,TRAVEL,Noida,Delhi II,North,Individual  Platin,500000,835,Platinum,14
I-2007080806686,TRAVEL,Hyderabad II,Andhra Pradesh I,South,Individual  Silver,100000,2492,Silver,62
I-2007080806809,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,50000,891,Standard,15
I-2007080806893,TRAVEL,Pune,ROM and Goa,South,Individual  Platin,500000,1341,Platinum,14
I-2007080807164,TRAVEL,Dehradun,UP AND UTRANCHAL,North,Individual  Silver,100000,2208,Silver,90
