POLICY_NO,PRODUCT,Claim_Status
I-2008051034800,TRAVEL,No
I-2008051034917,TRAVEL,No
I-2008051035016,TRAVEL,No
I-2008051035125,TRAVEL,No
I-2008051035167,TRAVEL,No
I-2008051335480,TRAVEL,No
I-2008051335498,TRAVEL,No
I-2008051335551,TRAVEL,No
I-2008051335564,TRAVEL,No
I-2008051335604,TRAVEL,No
I-2008051335609,TRAVEL,No
I-2008051335687,TRAVEL,No
I-2008051335755,TRAVEL,No
I-2008051335977,TRAVEL,No
I-2008051336126,TRAVEL,No
I-2008051336160,TRAVEL,No
I-2008051336212,TRAVEL,No
I-2008051436301,TRAVEL,No
I-2008051436325,TRAVEL,No
I-2008051436343,TRAVEL,No
I-2008051436357,TRAVEL,No
I-2008051436440,TRAVEL,No
I-2008051436552,TRAVEL,No
I-2008051436611,TRAVEL,No
I-2008051436615,TRAVEL,No
I-2008051436747,TRAVEL,No
I-2008051436851,TRAVEL,No
I-2008051436878,TRAVEL,No
I-2008051436907,TRAVEL,No
I-2008051436946,TRAVEL,No
I-2008051437032,TRAVEL,No
I-2008051437147,TRAVEL,No
I-2008051437160,TRAVEL,No
I-2008051437191,TRAVEL,No
I-2008051437220,TRAVEL,No
I-2008051437248,TRAVEL,No
I-2008051437257,TRAVEL,No
I-2008051437266,TRAVEL,No
I-2008051437296,TRAVEL,No
I-2008051437453,TRAVEL,No
I-2008051437475,TRAVEL,No
I-2008051437476,TRAVEL,No
I-2008051537805,TRAVEL,No
I-2008051537846,TRAVEL,No
I-2008051537889,TRAVEL,No
I-2008051537934,TRAVEL,Yes
I-2008051537970,TRAVEL,No
I-2008051538009,TRAVEL,No
I-2008051538052,TRAVEL,No
I-2008051538100,TRAVEL,No
I-2008051538108,TRAVEL,No
I-2008051538192,TRAVEL,No
I-2008051538350,TRAVEL,No
I-2008051538428,TRAVEL,No
I-2008051538439,TRAVEL,No
I-2008051538456,TRAVEL,No
I-2008051538489,TRAVEL,No
I-2008051538521,TRAVEL,No
I-2008051538573,TRAVEL,No
I-2008051538583,TRAVEL,No
I-2008051538629,TRAVEL,No
I-2008051638839,TRAVEL,No
I-2008051638849,TRAVEL,No
I-2008051639021,TRAVEL,No
I-2008051639049,TRAVEL,No
I-2008051639060,TRAVEL,No
I-2008051639088,TRAVEL,No
I-2008051639092,TRAVEL,No
I-2008051639097,TRAVEL,No
I-2008051639114,TRAVEL,No
I-2008051639127,TRAVEL,No
I-2008051639177,TRAVEL,No
I-2008051639187,TRAVEL,No
I-2008051639237,TRAVEL,No
I-2008051639287,TRAVEL,No
I-2008051639310,TRAVEL,No
I-2008051639381,TRAVEL,No
I-2008051639394,TRAVEL,No
I-2008051639407,TRAVEL,No
I-2008051639422,TRAVEL,No
I-2008051639435,TRAVEL,No
I-2008051639462,TRAVEL,No
I-2008051639467,TRAVEL,No
I-2008051639469,TRAVEL,No
I-2008051639481,TRAVEL,No
I-2008051639496,TRAVEL,No
I-2008051739591,TRAVEL,No
I-2008051739633,TRAVEL,No
I-2008051739835,TRAVEL,No
I-2008051739858,TRAVEL,No
I-2008051739940,TRAVEL,No
I-2008051739973,TRAVEL,No
I-2008051740037,TRAVEL,No
I-2008051740217,TRAVEL,No
I-2008051740231,TRAVEL,No
I-2008051740256,TRAVEL,No
I-2008051740279,TRAVEL,No
I-2008051740413,TRAVEL,No
I-2008051740421,TRAVEL,No
I-2008051840493,TRAVEL,No
I-2008051940550,TRAVEL,No
I-2008051940559,TRAVEL,No
I-2008051940561,TRAVEL,No
I-2008051940620,TRAVEL,No
I-2008051940708,TRAVEL,No
I-2008051940712,TRAVEL,No
I-2008051940733,TRAVEL,No
I-2008051940776,TRAVEL,No
I-2008051940794,TRAVEL,No
I-2008051940835,TRAVEL,No
I-2008051940841,TRAVEL,No
I-2008051940848,TRAVEL,No
I-2008051940854,TRAVEL,No
I-2008051940935,TRAVEL,No
I-2008051940995,TRAVEL,No
I-2008051940999,TRAVEL,No
I-2008051941010,TRAVEL,No
I-2008051941036,TRAVEL,No
I-2008051941037,TRAVEL,No
I-2008051941159,TRAVEL,No
I-2008051941172,TRAVEL,Yes
I-2008051941216,TRAVEL,No
I-2008051941374,TRAVEL,No
I-2008051941379,TRAVEL,No
I-2008052041461,TRAVEL,No
I-2008052041539,TRAVEL,No
I-2008052041556,TRAVEL,No
I-2008052041584,TRAVEL,No
I-2008052041641,TRAVEL,No
I-2008052041732,TRAVEL,No
I-2008052041799,TRAVEL,No
I-2008052041812,TRAVEL,No
I-2008052041858,TRAVEL,No
I-2008052041860,TRAVEL,No
I-2008052042059,TRAVEL,No
I-2008052042086,TRAVEL,No
I-2008052042114,TRAVEL,No
I-2008052142214,TRAVEL,No
I-2008052142225,TRAVEL,No
I-2008052142313,TRAVEL,No
I-2008052142369,TRAVEL,No
I-2008052142511,TRAVEL,No
I-2008052142548,TRAVEL,No
I-2008052142581,TRAVEL,No
I-2008052142601,TRAVEL,No
I-2008052142707,TRAVEL,No
I-2008052142731,TRAVEL,No
I-2008052142737,TRAVEL,No
I-2008052142755,TRAVEL,No
I-2008052142778,TRAVEL,No
I-2008052142795,TRAVEL,No
I-2008052142798,TRAVEL,No
I-2008052142847,TRAVEL,No
I-2008052142897,TRAVEL,No
I-2008052142917,TRAVEL,No
I-2008052142918,TRAVEL,No
I-2008052142919,TRAVEL,No
I-2008052142925,TRAVEL,No
I-2008052243074,TRAVEL,No
I-2008052243143,TRAVEL,No
I-2008052243152,TRAVEL,No
I-2008052243173,TRAVEL,No
I-2008052243212,TRAVEL,No
I-2008052243238,TRAVEL,No
I-2008052243270,TRAVEL,No
I-2008052243276,TRAVEL,No
I-2008052243284,TRAVEL,No
I-2008052243409,TRAVEL,No
I-2008052243474,TRAVEL,No
I-2008052243689,TRAVEL,No
I-2008052243752,TRAVEL,No
I-2008052243763,TRAVEL,No
I-2008052243804,TRAVEL,No
I-2008052243807,TRAVEL,No
I-2008052243809,TRAVEL,No
I-2008052243833,TRAVEL,No
I-2008052243869,TRAVEL,No
I-2008052243919,TRAVEL,No
I-2008052343951,TRAVEL,No
I-2008052344040,TRAVEL,No
I-2008052344222,TRAVEL,No
I-2008052344238,TRAVEL,No
I-2008052344248,TRAVEL,No
I-2008052344276,TRAVEL,No
I-2008052344371,TRAVEL,No
I-2008052344426,TRAVEL,No
I-2008052344432,TRAVEL,No
I-2008052344451,TRAVEL,No
I-2008052344455,TRAVEL,No
I-2008052344648,TRAVEL,No
I-2008052344701,TRAVEL,No
I-2008052344758,TRAVEL,No
I-2008052344772,TRAVEL,No
I-2008052344791,TRAVEL,No
I-2008052344817,TRAVEL,No
I-2008052344821,TRAVEL,No
I-2008052444896,TRAVEL,No
I-2008052444939,TRAVEL,No
I-2008052445083,TRAVEL,No
I-2008052445224,TRAVEL,No
I-2008052445225,TRAVEL,No
I-2008052445226,TRAVEL,No
I-2008052445228,TRAVEL,No
I-2008052445264,TRAVEL,No
I-2008052445403,TRAVEL,No
I-2008052445410,TRAVEL,No
I-2008052445426,TRAVEL,No
I-2008052445469,TRAVEL,No
I-2008052445582,TRAVEL,No
I-2008052445636,TRAVEL,No
I-2008052445640,TRAVEL,No
I-2008052445642,TRAVEL,No
I-2008052445648,TRAVEL,No
I-2008052445651,TRAVEL,No
I-2008052445657,TRAVEL,No
I-2008052445667,TRAVEL,No
I-2008052445669,TRAVEL,No
I-2008052445670,TRAVEL,No
I-2008052445674,TRAVEL,No
I-2008052545720,TRAVEL,No
I-2008052545721,TRAVEL,No
I-2008052545722,TRAVEL,No
I-2008052645905,TRAVEL,No
I-2008052646039,TRAVEL,No
I-2008052646078,TRAVEL,No
I-2008052646143,TRAVEL,No
I-2008052646226,TRAVEL,No
I-2008052646279,TRAVEL,No
I-2008052646368,TRAVEL,No
I-2008052646395,TRAVEL,No
I-2008052646417,TRAVEL,No
I-2008052646426,TRAVEL,No
I-2008052646434,TRAVEL,No
I-2008052646457,TRAVEL,No
I-2008052646467,TRAVEL,No
I-2008052646472,TRAVEL,No
I-2008052646499,TRAVEL,No
I-2008052646564,TRAVEL,No
I-2008052646614,TRAVEL,No
I-2008052646666,TRAVEL,No
I-2008052646673,TRAVEL,No
I-2008052646696,TRAVEL,No
I-2008052646705,TRAVEL,No
I-2008052646730,TRAVEL,No
I-2008052646741,TRAVEL,No
I-2008052746852,TRAVEL,No
I-2008052746923,TRAVEL,No
I-2008052746934,TRAVEL,No
I-2008052747066,TRAVEL,No
I-2008052747092,TRAVEL,No
I-2008052747343,TRAVEL,No
I-2008052747348,TRAVEL,No
I-2008052747506,TRAVEL,No
I-2008052747634,TRAVEL,No
I-2008052747661,TRAVEL,No
I-2008052847918,TRAVEL,No
I-2008052847967,TRAVEL,No
I-2008052847971,TRAVEL,No
I-2008052848001,TRAVEL,No
I-2008052848006,TRAVEL,No
I-2008052848017,TRAVEL,No
I-2008052848020,TRAVEL,No
I-2008052848032,TRAVEL,Yes
I-2008052848048,TRAVEL,No
I-2008052848168,TRAVEL,No
I-2008052848285,TRAVEL,No
I-2008052848290,TRAVEL,No
I-2008052848333,TRAVEL,No
I-2008052848362,TRAVEL,No
I-2008052848388,TRAVEL,No
I-2008052848395,TRAVEL,No
I-2008052848412,TRAVEL,No
I-2008052848415,TRAVEL,No
I-2008052848546,TRAVEL,No
I-2008052848566,TRAVEL,No
I-2008052848574,TRAVEL,No
I-2008052848581,TRAVEL,No
I-2008052848669,TRAVEL,No
I-2008052848693,TRAVEL,No
I-2008052948705,TRAVEL,No
I-2008052948807,TRAVEL,No
I-2008052948870,TRAVEL,No
I-2008052948898,TRAVEL,No
I-2008052948927,TRAVEL,No
I-2008052949028,TRAVEL,No
I-2008052949054,TRAVEL,No
I-2008052949073,TRAVEL,No
I-2008052949106,TRAVEL,No
I-2008052949147,TRAVEL,No
I-2008052949168,TRAVEL,No
I-2008052949188,TRAVEL,No
I-2008052949197,TRAVEL,No
I-2008052949240,TRAVEL,No
I-2008052949276,TRAVEL,No
I-2008052949343,TRAVEL,No
I-2008052949346,TRAVEL,No
I-2008053049524,TRAVEL,No
I-2008053049540,TRAVEL,No
I-2008053049573,TRAVEL,No
I-2008053049586,TRAVEL,No
I-2008053049722,TRAVEL,No
I-2008053049724,TRAVEL,No
I-2008053049725,TRAVEL,No
I-2008053049788,TRAVEL,No
I-2008053049790,TRAVEL,No
I-2008053049794,TRAVEL,No
I-2008053049817,TRAVEL,No
I-2008053049821,TRAVEL,No
I-2008053049824,TRAVEL,No
I-2008053049827,TRAVEL,No
I-2008053049843,TRAVEL,No
I-2008053049870,TRAVEL,No
I-2008053049995,TRAVEL,No
I-2008053050070,TRAVEL,No
I-2008053050074,TRAVEL,No
I-2008053050090,TRAVEL,No
I-2008053150356,TRAVEL,No
I-2008053150369,TRAVEL,No
I-2008053150462,TRAVEL,No
I-2008053150573,TRAVEL,No
I-2008053150634,TRAVEL,No
I-2008053150643,TRAVEL,No
I-2008053150657,TRAVEL,No
I-2008053150748,TRAVEL,No
I-2008053150771,TRAVEL,No
I-2008053150773,TRAVEL,No
I-2008053150810,TRAVEL,No
I-2008053150851,TRAVEL,No
I-2008053150860,TRAVEL,No
I-2008053150862,TRAVEL,No
I-2008060251093,TRAVEL,No
I-2008060251110,TRAVEL,No
I-2008060251140,TRAVEL,No
I-2008060251148,TRAVEL,No
I-2008060251154,TRAVEL,No
I-2008060251158,TRAVEL,No
I-2008060251182,TRAVEL,No
I-2008060251186,TRAVEL,No
I-2008060251318,TRAVEL,No
I-2008060251366,TRAVEL,No
I-2008060251401,TRAVEL,No
I-2008060251411,TRAVEL,No
I-2008060251459,TRAVEL,No
I-2008060251496,TRAVEL,No
I-2008060251518,TRAVEL,No
I-2008060251680,TRAVEL,No
I-2008060251693,TRAVEL,No
I-2008060251698,TRAVEL,No
I-2008060251704,TRAVEL,No
I-2008060251713,TRAVEL,No
I-2008060251747,TRAVEL,No
I-2008060351808,TRAVEL,No
I-2008060351873,TRAVEL,No
I-2008060351937,TRAVEL,No
I-2008060352003,TRAVEL,No
I-2008060352249,TRAVEL,No
I-2008060352259,TRAVEL,No
I-2008060352286,TRAVEL,No
I-2008060352289,TRAVEL,No
I-2008060352383,TRAVEL,No
I-2008060352432,TRAVEL,No
I-2008060352439,TRAVEL,No
I-2008060352455,TRAVEL,No
I-2008060352478,TRAVEL,No
I-2008060352497,TRAVEL,No
I-2008060452642,TRAVEL,No
I-2008060452647,TRAVEL,No
I-2008060452671,TRAVEL,No
I-2008060452745,TRAVEL,No
I-2008060452767,TRAVEL,No
I-2008060452864,TRAVEL,No
I-2008060452944,TRAVEL,No
I-2008060452969,TRAVEL,No
I-2008060453049,TRAVEL,No
I-2008060453238,TRAVEL,No
I-2008060453248,TRAVEL,No
I-2008060453265,TRAVEL,No
I-2008060453362,TRAVEL,No
I-2008060453403,TRAVEL,No
I-2008060553618,TRAVEL,No
I-2008060553645,TRAVEL,No
I-2008060553729,TRAVEL,No
I-2008060553904,TRAVEL,No
I-2008060553980,TRAVEL,No
I-2008060554026,TRAVEL,No
I-2008060554038,TRAVEL,No
I-2008060554141,TRAVEL,No
I-2008060554143,TRAVEL,No
I-2008060554180,TRAVEL,No
I-2008060554202,TRAVEL,No
I-2008060554259,TRAVEL,No
I-2008060654285,TRAVEL,No
I-2008060654346,TRAVEL,No
I-2008060654359,TRAVEL,No
I-2008060654433,TRAVEL,No
I-2008060654483,TRAVEL,No
I-2008060654514,TRAVEL,No
I-2008060654516,TRAVEL,No
I-2008060654527,TRAVEL,No
I-2008060654610,TRAVEL,No
I-2008060654614,TRAVEL,No
I-2008060654643,TRAVEL,No
I-2008060654694,TRAVEL,No
I-2008060654832,TRAVEL,No
I-2008060654853,TRAVEL,No
I-2008060654854,TRAVEL,No
I-2008060654887,TRAVEL,No
I-2008060654917,TRAVEL,No
I-2008060755014,TRAVEL,No
I-2008060755039,TRAVEL,No
I-2008060755059,TRAVEL,No
I-2008060755062,TRAVEL,No
I-2008060755337,TRAVEL,No
I-2008060755425,TRAVEL,No
I-2008060755524,TRAVEL,No
I-2008060755534,TRAVEL,No
I-2008060755557,TRAVEL,No
I-2008060755657,TRAVEL,No
I-2008060755682,TRAVEL,No
I-2008060755815,TRAVEL,No
I-2008060755960,TRAVEL,No
I-2008060856245,TRAVEL,No
I-2008060856246,TRAVEL,No
I-2008060956301,TRAVEL,No
I-2008060956334,TRAVEL,No
I-2008060956418,TRAVEL,Yes
I-2008060956421,TRAVEL,No
I-2008060956430,TRAVEL,No
I-2008060956433,TRAVEL,No
I-2008060956607,TRAVEL,No
I-2008060956622,TRAVEL,No
I-2008060956693,TRAVEL,No
I-2008060956701,TRAVEL,No
I-2008060956710,TRAVEL,No
I-2008060956720,TRAVEL,No
I-2008060956742,TRAVEL,No
I-2008060956813,TRAVEL,No
I-2008060956868,TRAVEL,No
I-2008060957006,TRAVEL,No
I-2008060957031,TRAVEL,No
I-2008060957047,TRAVEL,No
I-2008060957062,TRAVEL,No
I-2008060957072,TRAVEL,No
I-2008060957114,TRAVEL,No
I-2008060957132,TRAVEL,No
I-2008060957171,TRAVEL,No
I-2008060957233,TRAVEL,No
I-2008061057307,TRAVEL,No
I-2008061057658,TRAVEL,No
I-2008061057754,TRAVEL,No
I-2008061057777,TRAVEL,No
I-2008061057783,TRAVEL,No
I-2008061057805,TRAVEL,No
I-2008061057817,TRAVEL,No
I-2008061057844,TRAVEL,No
I-2008061058023,TRAVEL,No
I-2008061158148,TRAVEL,No
I-2008061158188,TRAVEL,No
I-2008061158240,TRAVEL,No
I-2008061158322,TRAVEL,No
I-2008061158340,TRAVEL,No
I-2008061158345,TRAVEL,No
I-2008061158558,TRAVEL,No
I-2008061158651,TRAVEL,No
I-2008061158843,TRAVEL,No
I-2008061158898,TRAVEL,No
I-2008061158922,TRAVEL,No
I-2008061158926,TRAVEL,No
I-2008061158938,TRAVEL,No
I-2008061158955,TRAVEL,No
I-2008061158970,TRAVEL,No
I-2008061259025,TRAVEL,No
I-2008061259165,TRAVEL,No
I-2008061259168,TRAVEL,No
I-2008061259184,TRAVEL,No
I-2008061259314,TRAVEL,No
I-2008061259558,TRAVEL,No
I-2008061259567,TRAVEL,No
I-2008061259596,TRAVEL,No
I-2008061259622,TRAVEL,No
I-2008061259745,TRAVEL,No
I-2008061259777,TRAVEL,No
I-2008061359813,TRAVEL,No
I-2008061359869,TRAVEL,No
I-2008061359936,TRAVEL,No
I-2008061359939,TRAVEL,No
I-2008061359957,TRAVEL,No
I-2008061359969,TRAVEL,No
I-2008061360022,TRAVEL,No
I-2008061360032,TRAVEL,No
I-2008061360043,TRAVEL,No
I-2008061360046,TRAVEL,No
I-2008061360068,TRAVEL,No
I-2008061360075,TRAVEL,No
I-2008061360098,TRAVEL,No
I-2008061360158,TRAVEL,No
I-2008061360174,TRAVEL,No
I-2008061360238,TRAVEL,No
I-2008061360240,TRAVEL,No
I-2008061360252,TRAVEL,No
I-2008061360259,TRAVEL,No
I-2008061360263,TRAVEL,No
I-2008061360357,TRAVEL,No
I-2008061360377,TRAVEL,No
I-2008061360379,TRAVEL,No
I-2008061360407,TRAVEL,No
I-2008061360428,TRAVEL,No
I-2008061360446,TRAVEL,No
I-2008061460536,TRAVEL,No
I-2008061460576,TRAVEL,No
I-2008061460583,TRAVEL,No
I-2008061460626,TRAVEL,No
I-2008061460659,TRAVEL,No
I-2008061460671,TRAVEL,No
I-2008061460746,TRAVEL,No
I-2008061460781,TRAVEL,No
I-2008061460791,TRAVEL,No
I-2008061460792,TRAVEL,No
I-2008061460795,TRAVEL,No
I-2008061460799,TRAVEL,No
I-2008061460824,TRAVEL,No
I-2008061460832,TRAVEL,No
I-2008061460842,TRAVEL,No
I-2008061460882,TRAVEL,No
I-2008061461037,TRAVEL,No
I-2008061461048,TRAVEL,No
I-2008061461092,TRAVEL,No
I-2008061461102,TRAVEL,No
I-2008061461123,TRAVEL,No
I-2008061461173,TRAVEL,No
I-2008061461176,TRAVEL,No
I-2008061461197,TRAVEL,No
I-2008061461235,TRAVEL,No
I-2008061461238,TRAVEL,No
I-2008061461255,TRAVEL,No
I-2008061461301,TRAVEL,No
I-2008061461319,TRAVEL,No
I-2008061461331,TRAVEL,No
I-2008061461335,TRAVEL,No
I-2008061461336,TRAVEL,No
I-2008061461340,TRAVEL,No
I-2008061461347,TRAVEL,No
I-2008061561381,TRAVEL,No
I-2008061661504,TRAVEL,No
I-2008061661507,TRAVEL,No
I-2008061661770,TRAVEL,No
I-2008061661802,TRAVEL,No
I-2008061661828,TRAVEL,No
I-2008061661874,TRAVEL,No
I-2008061661907,TRAVEL,No
I-2008061662192,TRAVEL,No
I-2008061762261,TRAVEL,No
I-2008061762274,TRAVEL,No
I-2008061762409,TRAVEL,No
I-2008061762430,TRAVEL,No
I-2008061762453,TRAVEL,No
I-2008061762476,TRAVEL,No
I-2008061762479,TRAVEL,No
I-2008061762541,TRAVEL,No
I-2008061762562,TRAVEL,No
I-2008061762682,TRAVEL,No
I-2008061762849,TRAVEL,No
I-2008061762850,TRAVEL,No
I-2008061762873,TRAVEL,No
I-2008061762908,TRAVEL,No
I-2008061762999,TRAVEL,No
I-2008061763074,TRAVEL,No
I-2008061763083,TRAVEL,No
I-2008061863224,TRAVEL,No
I-2008061863274,TRAVEL,No
I-2008061863276,TRAVEL,No
I-2008061863354,TRAVEL,No
I-2008061863402,TRAVEL,No
I-2008061863414,TRAVEL,No
I-2008061863438,TRAVEL,No
I-2008061863478,TRAVEL,No
I-2008061863513,TRAVEL,No
I-2008061863549,TRAVEL,No
I-2008061863554,TRAVEL,No
I-2008061863557,TRAVEL,No
I-2008061863560,TRAVEL,No
I-2008061863567,TRAVEL,No
I-2008061863579,TRAVEL,No
I-2008061863717,TRAVEL,No
I-2008061863822,TRAVEL,No
I-2008061864017,TRAVEL,No
I-2008061964158,TRAVEL,No
I-2008061964346,TRAVEL,No
I-2008061964540,TRAVEL,No
I-2008061964579,TRAVEL,No
I-2008061964582,TRAVEL,No
I-2008061964627,TRAVEL,No
I-2008061964723,TRAVEL,No
I-2008062064904,TRAVEL,No
I-2008062064939,TRAVEL,No
I-2008062064973,TRAVEL,No
I-2008062064981,TRAVEL,No
I-2008062065056,TRAVEL,No
I-2008062065103,TRAVEL,No
I-2008062065121,TRAVEL,No
I-2008062065194,TRAVEL,No
I-2008062065202,TRAVEL,No
I-2008062065218,TRAVEL,No
I-2008062065369,TRAVEL,No
I-2008062065617,TRAVEL,No
I-2008062165675,TRAVEL,No
I-2008062165693,TRAVEL,No
I-2008062165699,TRAVEL,No
I-2008062165860,TRAVEL,No
I-2008062165984,TRAVEL,No
I-2008062166000,TRAVEL,No
I-2008062166130,TRAVEL,No
I-2008062166193,TRAVEL,No
I-2008062166226,TRAVEL,No
I-2008062166240,TRAVEL,No
I-2008062166280,TRAVEL,No
I-2008062266304,TRAVEL,No
I-2008062266344,TRAVEL,No
I-2008062366386,TRAVEL,No
I-2008062366395,TRAVEL,No
I-2008062366447,TRAVEL,No
I-2008062366506,TRAVEL,No
I-2008062366518,TRAVEL,No
I-2008062366555,TRAVEL,No
I-2008062366627,TRAVEL,No
I-2008062366653,TRAVEL,No
I-2008062366662,TRAVEL,No
I-2008062367019,TRAVEL,No
I-2008062367071,TRAVEL,No
I-2008062467374,TRAVEL,No
I-2008062467402,TRAVEL,No
I-2008062467464,TRAVEL,No
I-2008062467494,TRAVEL,No
I-2008062467527,TRAVEL,No
I-2008062467558,TRAVEL,No
I-2008062467733,TRAVEL,No
I-2008062467766,TRAVEL,No
I-2008062467787,TRAVEL,No
I-2008062467813,TRAVEL,No
I-2008062467830,TRAVEL,No
I-2008062467853,TRAVEL,No
I-2008062467894,TRAVEL,No
I-2008062467909,TRAVEL,No
I-2008062467920,TRAVEL,No
I-2008062467936,TRAVEL,No
I-2008062467939,TRAVEL,No
I-2008062467945,TRAVEL,No
I-2008062467957,TRAVEL,No
I-2008062467995,TRAVEL,No
I-2008062467999,TRAVEL,No
I-2008062468003,TRAVEL,No
I-2008062468017,TRAVEL,No
I-2008062568137,TRAVEL,No
I-2008062568151,TRAVEL,No
I-2008062568358,TRAVEL,No
I-2008062568392,TRAVEL,No
I-2008062568399,TRAVEL,No
I-2008062568418,TRAVEL,No
I-2008062568435,TRAVEL,No
I-2008062568515,TRAVEL,No
I-2008062568588,TRAVEL,No
I-2008062568619,TRAVEL,No
I-2008062568736,TRAVEL,No
I-2008062568769,TRAVEL,No
I-2008062568783,TRAVEL,Yes
I-2008062568787,TRAVEL,No
I-2008062668887,TRAVEL,No
I-2008062668912,TRAVEL,No
I-2008062668995,TRAVEL,No
I-2008062669010,TRAVEL,No
I-2008062669047,TRAVEL,No
I-2008062669119,TRAVEL,No
I-2008062669284,TRAVEL,No
I-2008062669326,TRAVEL,No
I-2008062669427,TRAVEL,No
I-2008062669455,TRAVEL,No
I-2008062669522,TRAVEL,No
I-2008062669544,TRAVEL,No
I-2008062769666,TRAVEL,No
I-2008062769685,TRAVEL,No
I-2008062769693,TRAVEL,No
I-2008062769748,TRAVEL,No
I-2008062769882,TRAVEL,No
I-2008062769921,TRAVEL,No
I-2008062769958,TRAVEL,No
I-2008062769961,TRAVEL,No
I-2008062770016,TRAVEL,No
I-2008062770023,TRAVEL,No
I-2008062770033,TRAVEL,No
I-2008062770036,TRAVEL,No
I-2008062770037,TRAVEL,No
I-2008062770110,TRAVEL,No
I-2008062770152,TRAVEL,No
I-2008062770157,TRAVEL,No
I-2008062770198,TRAVEL,No
I-2008062770274,TRAVEL,No
I-2008062770279,TRAVEL,No
I-2008062870314,TRAVEL,No
I-2008062870346,TRAVEL,No
I-2008062870538,TRAVEL,No
I-2008062870614,TRAVEL,No
I-2008062870634,TRAVEL,No
I-2008062870667,TRAVEL,No
I-2008062870685,TRAVEL,No
I-2008062870702,TRAVEL,No
I-2008062870729,TRAVEL,No
I-2008062870736,TRAVEL,No
I-2008062870776,TRAVEL,No
I-2008062870819,TRAVEL,No
I-2008062870848,TRAVEL,No
I-2008062870896,TRAVEL,No
I-2008062870927,TRAVEL,No
I-2008062970955,TRAVEL,No
I-2008062970975,TRAVEL,No
I-2008063071002,TRAVEL,No
I-2008063071089,TRAVEL,No
I-2008063071110,TRAVEL,No
I-2008063071142,TRAVEL,No
I-2008063071196,TRAVEL,No
I-2008063071197,TRAVEL,No
I-2008063071401,TRAVEL,No
I-2008063071452,TRAVEL,No
I-2008063071481,TRAVEL,No
I-2008063071553,TRAVEL,No
I-2008063071639,TRAVEL,No
I-2008063071658,TRAVEL,No
I-2008070171718,TRAVEL,No
I-2008070171803,TRAVEL,No
I-2008070172058,TRAVEL,No
I-2008070172110,TRAVEL,No
I-2008070172312,TRAVEL,No
I-2008070172344,TRAVEL,No
I-2008070272616,TRAVEL,No
I-2008070272754,TRAVEL,No
I-2008070272822,TRAVEL,No
I-2008070272873,TRAVEL,No
I-2008070272923,TRAVEL,No
I-2008070272971,TRAVEL,No
I-2008070272990,TRAVEL,No
I-2008070273028,TRAVEL,No
I-2008070273029,TRAVEL,No
I-2008070273039,TRAVEL,No
I-2008070373144,TRAVEL,No
I-2008070373240,TRAVEL,No
I-2008070373250,TRAVEL,No
I-2008070373267,TRAVEL,No
I-2008070373286,TRAVEL,No
I-2008070373304,TRAVEL,No
I-2008070373490,TRAVEL,No
I-2008070373516,TRAVEL,No
I-2008070373554,TRAVEL,No
I-2008070373555,TRAVEL,No
I-2008070373571,TRAVEL,No
I-2008070373572,TRAVEL,No
I-2008070373596,TRAVEL,No
I-2008070373668,TRAVEL,No
I-2008070473714,TRAVEL,No
I-2008070473794,TRAVEL,No
I-2008070473854,TRAVEL,No
I-2008070473886,TRAVEL,No
I-2008070473894,TRAVEL,No
I-2008070473928,TRAVEL,No
I-2008070474006,TRAVEL,No
I-2008070474045,TRAVEL,No
I-2008070474060,TRAVEL,No
I-2008070474067,TRAVEL,No
I-2008070474086,TRAVEL,No
I-2008070474093,TRAVEL,No
I-2008070474103,TRAVEL,No
I-2008070474118,TRAVEL,No
I-2008070474122,TRAVEL,No
I-2008070474148,TRAVEL,No
I-2008070474260,TRAVEL,No
I-2008070574374,TRAVEL,No
I-2008070574389,TRAVEL,No
I-2008070574464,TRAVEL,No
I-2008070574472,TRAVEL,No
I-2008070574484,TRAVEL,No
I-2008070574574,TRAVEL,No
I-2008070574586,TRAVEL,No
I-2008070574617,TRAVEL,No
I-2008070574663,TRAVEL,No
I-2008070574667,TRAVEL,No
I-2008070574789,TRAVEL,No
I-2008070574810,TRAVEL,No
I-2008070574847,TRAVEL,No
I-2008070574870,TRAVEL,No
I-2008070574876,TRAVEL,No
I-2008070574898,TRAVEL,No
I-2008070574900,TRAVEL,No
I-2008070775065,TRAVEL,No
I-2008070775146,TRAVEL,No
I-2008070775287,TRAVEL,No
I-2008070775298,TRAVEL,No
I-2008070775301,TRAVEL,No
I-2008070775315,TRAVEL,No
I-2008070775321,TRAVEL,No
I-2008070775399,TRAVEL,No
I-2008070775617,TRAVEL,No
I-2008070775683,TRAVEL,No
I-2008070775754,TRAVEL,No
I-2008070775797,TRAVEL,No
I-2008070775857,TRAVEL,No
I-2008070775864,TRAVEL,No
I-2008070775867,TRAVEL,No
I-2008070875903,TRAVEL,No
I-2008070875936,TRAVEL,No
I-2008070876141,TRAVEL,No
I-2008070876177,TRAVEL,No
I-2008070876179,TRAVEL,No
I-2008070876250,TRAVEL,No
I-2008070876435,TRAVEL,No
I-2008070876512,TRAVEL,No
I-2008070976541,TRAVEL,No
I-2008070976603,TRAVEL,No
I-2008070976708,TRAVEL,No
I-2008070976774,TRAVEL,No
I-2008070976953,TRAVEL,No
I-2008070977057,TRAVEL,No
I-2008070977092,TRAVEL,No
I-2008070977112,TRAVEL,No
